Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions
2010,Middle East-North Africa,Bahrain,180000,890000,20000,120000,30000,10000,10000,10000,1260000
2010,Asia-Pacific,Bangladesh,450000,134430000,10000,12680000,920000,100000,100000,10000,148690000
2010,Latin America-Caribbean,Barbados,260000,10000,10000,10000,10000,10000,10000,10000,270000
2010,Europe,Belarus,6830000,20000,2740000,10000,10000,10000,10000,10000,9600000
2010,Europe,Belgium,6880000,630000,3110000,10000,30000,20000,10000,30000,10710000
2010,Latin America-Caribbean,Belize,270000,10000,30000,10000,10000,10000,10000,10000,310000
2010,Sub-Saharan Africa,Benin,4690000,2110000,450000,10000,10000,1600000,10000,10000,8850000
2010,North America,Bermuda,50000,10000,10000,10000,10000,10000,10000,10000,60000
2010,Asia-Pacific,Bhutan,10000,10000,10000,160000,540000,10000,10000,10000,730000
2010,Latin America-Caribbean,Bolivia,9330000,10000,400000,10000,10000,90000,100000,10000,9930000
2010,Europe,Bosnia-Herzegovina,1970000,1700000,90000,10000,10000,10000,10000,10000,3760000
2010,Sub-Saharan Africa,Botswana,1450000,10000,410000,10000,10000,120000,10000,10000,2010000
2010,Latin America-Caribbean,Brazil,173300000,40000,15410000,10000,250000,5540000,300000,110000,194950000
2010,Latin America-Caribbean,British Virgin Islands,20000,10000,10000,10000,10000,10000,10000,10000,30000
2010,Asia-Pacific,Brunei,40000,300000,10000,10000,30000,20000,10000,10000,400000
2010,Europe,Bulgaria,6150000,1020000,310000,10000,10000,10000,10000,10000,7490000
2010,Sub-Saharan Africa,Burkina Faso,3710000,10150000,70000,10000,10000,2530000,10000,10000,16470000
2010,Sub-Saharan Africa,Burundi,7670000,230000,10000,10000,10000,480000,10000,10000,8380000
2010,Asia-Pacific,Cambodia,50000,280000,30000,10000,13690000,80000,10000,10000,14140000
2010,Sub-Saharan Africa,Cameroon,13780000,3590000,1050000,10000,10000,650000,530000,10000,19600000
2010,North America,Canada,23470000,710000,8050000,470000,280000,390000,300000,350000,34020000
2010,Sub-Saharan Africa,Cape Verde,440000,10000,50000,10000,10000,10000,10000,10000,500000
2010,Latin America-Caribbean,Cayman Islands,50000,10000,10000,10000,10000,10000,10000,10000,60000
2010,Sub-Saharan Africa,Central African Republic,3940000,370000,40000,10000,10000,40000,10000,10000,4400000
2010,Sub-Saharan Africa,Chad,4560000,6210000,280000,10000,10000,160000,20000,10000,11230000
2010,Europe,Channel Islands,130000,10000,20000,10000,10000,10000,10000,10000,150000
2010,Latin America-Caribbean,Chile,15300000,10000,1470000,10000,10000,260000,30000,20000,17110000
2010,Asia-Pacific,China,68410000,24690000,700680000,20000,244110000,294300000,9080000,10000,1341310000
2010,Latin America-Caribbean,Colombia,42810000,10000,3050000,10000,10000,370000,40000,10000,46290000
2010,Sub-Saharan Africa,Comoros,10000,720000,10000,10000,10000,10000,10000,10000,730000
2010,Sub-Saharan Africa,Republic of the Congo,3470000,50000,360000,10000,10000,110000,40000,10000,4040000
2010,Sub-Saharan Africa,Democratic Republic of the Congo,63210000,970000,1170000,30000,10000,490000,100000,10000,65970000
2010,Asia-Pacific,Cook Islands,20000,10000,10000,10000,10000,10000,10000,10000,20000
2010,Latin America-Caribbean,Costa Rica,4230000,10000,370000,10000,10000,40000,10000,10000,4660000
2010,Sub-Saharan Africa,Ivory Coast,8710000,7390000,1570000,10000,10000,2020000,30000,10000,19740000
2010,Europe,Croatia,4110000,60000,230000,10000,10000,10000,10000,10000,4400000
2010,Latin America-Caribbean,Cuba,6670000,10000,2590000,20000,10000,1960000,10000,10000,11260000
2010,Asia-Pacific,Cyprus,810000,280000,10000,10000,10000,10000,10000,10000,1100000
2010,Europe,Czech Republic,2450000,10000,8020000,10000,10000,10000,10000,10000,10490000
2010,Europe,Denmark,4630000,230000,650000,20000,10000,10000,10000,10000,5550000
2010,Sub-Saharan Africa,Djibouti,20000,860000,10000,10000,10000,10000,10000,10000,890000
2010,Latin America-Caribbean,Dominica,70000,10000,10000,10000,10000,10000,10000,10000,70000
2010,Latin America-Caribbean,Dominican Republic,8740000,10000,1080000,10000,10000,90000,10000,10000,9930000
2010,Latin America-Caribbean,Ecuador,13610000,10000,800000,10000,10000,40000,10000,10000,14460000
2010,Middle East-North Africa,Egypt,4120000,76990000,10000,10000,10000,10000,10000,10000,81120000
2010,Latin America-Caribbean,El Salvador,5460000,10000,680000,10000,10000,30000,20000,10000,6190000
2010,Sub-Saharan Africa,Equatorial Guinea,620000,30000,30000,10000,10000,10000,10000,10000,700000
2010,Sub-Saharan Africa,Eritrea,3310000,1920000,10000,10000,10000,20000,10000,10000,5250000
2010,Europe,Estonia,540000,10000,800000,10000,10000,10000,10000,10000,1340000
2010,Sub-Saharan Africa,Ethiopia,52070000,28680000,50000,10000,10000,2130000,10000,10000,82950000
2010,Europe,Faeroe Islands,50000,10000,10000,10000,10000,10000,10000,10000,50000
2010,Latin America-Caribbean,Falkland Islands (Malvinas),10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Asia-Pacific,Fiji,550000,50000,10000,240000,10000,10000,10000,10000,860000
2010,Europe,Finland,4300000,40000,1020000,10000,10000,10000,10000,10000,5360000
2010,Europe,France,39560000,4710000,17580000,30000,280000,220000,100000,310000,62790000
2010,Latin America-Caribbean,French Guiana,200000,10000,10000,10000,10000,20000,10000,10000,230000
2010,Asia-Pacific,French Polynesia,250000,10000,10000,10000,10000,10000,10000,10000,270000
2010,Sub-Saharan Africa,Gabon,1150000,170000,80000,10000,10000,90000,10000,10000,1510000
2010,Sub-Saharan Africa,Gambia,80000,1640000,10000,10000,10000,10000,10000,10000,1730000
2010,Europe,Georgia,3850000,470000,30000,10000,10000,10000,10000,10000,4350000
2010,Europe,Germany,56540000,4760000,20350000,80000,210000,40000,100000,230000,82300000
2010,Sub-Saharan Africa,Ghana,18260000,3860000,1020000,10000,10000,1200000,40000,10000,24390000
2010,Europe,Gibraltar,30000,10000,10000,10000,10000,10000,10000,10000,30000
2010,Europe,Greece,10010000,610000,700000,20000,10000,10000,10000,10000,11360000
2010,North America,Greenland,50000,10000,10000,10000,10000,10000,10000,10000,60000
2010,Latin America-Caribbean,Grenada,100000,10000,10000,10000,10000,10000,10000,10000,100000
2010,Latin America-Caribbean,Guadeloupe,440000,10000,10000,10000,10000,10000,10000,10000,460000
2010,Asia-Pacific,Guam,170000,10000,10000,10000,10000,10000,10000,10000,180000
2010,Latin America-Caribbean,Guatemala,13690000,10000,590000,10000,10000,80000,10000,10000,14390000
2010,Sub-Saharan Africa,Guinea,1090000,8430000,180000,10000,10000,270000,10000,10000,9980000
2010,Sub-Saharan Africa,Guinea-Bissau,300000,680000,70000,10000,10000,470000,10000,10000,1520000
2010,Latin America-Caribbean,Guyana,500000,50000,10000,190000,10000,10000,10000,10000,750000
2010,Latin America-Caribbean,Haiti,8690000,10000,1060000,10000,10000,220000,30000,10000,9990000
2010,Europe,Vatican City,10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Latin America-Caribbean,Honduras,6660000,10000,790000,10000,10000,80000,40000,10000,7600000
2010,Asia-Pacific,Hong Kong,1010000,130000,3950000,30000,930000,900000,110000,10000,7050000
2010,Europe,Hungary,8090000,10000,1860000,10000,10000,10000,10000,10000,9980000
2010,Europe,Iceland,300000,10000,10000,10000,10000,10000,10000,10000,320000
2010,Asia-Pacific,India,31130000,176200000,870000,973750000,9250000,5850000,27560000,10000,1224620000
2010,Asia-Pacific,Indonesia,23660000,209120000,240000,4050000,1720000,750000,340000,10000,239870000
2010,Asia-Pacific,Iran,110000,73570000,110000,20000,10000,10000,150000,10000,73980000
2010,Middle East-North Africa,Iraq,270000,31340000,40000,10000,10000,10000,20000,10000,31670000
2010,Europe,Ireland,4110000,50000,280000,10000,10000,10000,10000,10000,4470000
2010,Europe,Isle of Man,70000,10000,10000,10000,10000,10000,10000,10000,80000
2010,Middle East-North Africa,Israel,150000,1380000,230000,10000,20000,20000,10000,5610000,7420000
2010,Europe,Italy,50440000,2220000,7500000,90000,110000,80000,60000,50000,60550000
2010,Latin America-Caribbean,Jamaica,2120000,10000,470000,10000,10000,120000,30000,10000,2740000
2010,Asia-Pacific,Japan,2030000,200000,72120000,30000,45820000,450000,5890000,10000,126540000
2010,Middle East-North Africa,Jordan,130000,6010000,10000,10000,20000,10000,10000,10000,6190000
2010,Asia-Pacific,Kazakhstan,3970000,11290000,670000,10000,40000,50000,20000,10000,16030000
2010,Sub-Saharan Africa,Kenya,34340000,3920000,1000000,60000,10000,690000,500000,10000,40510000
2010,Asia-Pacific,Kiribati,90000,10000,10000,10000,10000,10000,10000,10000,100000
2010,Europe,Kosovo,110000,1660000,10000,10000,10000,10000,10000,10000,1770000
2010,Middle East-North Africa,Kuwait,390000,2030000,10000,230000,80000,10000,10000,10000,2740000
2010,Asia-Pacific,Kyrgyzstan,610000,4690000,20000,10000,10000,10000,10000,10000,5330000
2010,Asia-Pacific,Laos,90000,10000,50000,10000,4100000,1910000,50000,10000,6200000
2010,Europe,Latvia,1260000,10000,990000,10000,10000,10000,10000,10000,2250000
2010,Middle East-North Africa,Lebanon,1620000,2590000,10000,10000,10000,10000,10000,10000,4230000
2010,Sub-Saharan Africa,Lesotho,2100000,10000,70000,10000,10000,10000,10000,10000,2170000
2010,Sub-Saharan Africa,Liberia,3430000,480000,60000,10000,10000,20000,10000,10000,3990000
2010,Middle East-North Africa,Libya,170000,6140000,10000,10000,20000,10000,10000,10000,6360000
2010,Europe,Liechtenstein,30000,10000,10000,10000,10000,10000,10000,10000,40000
2010,Europe,Lithuania,2980000,10000,330000,10000,10000,10000,10000,10000,3320000
2010,Europe,Luxembourg,360000,10000,140000,10000,10000,10000,10000,10000,510000
2010,Asia-Pacific,Macau,40000,10000,80000,10000,90000,320000,10000,10000,540000
2010,Europe,Republic of Macedonia,1220000,810000,30000,10000,10000,10000,10000,10000,2060000
2010,Sub-Saharan Africa,Madagascar,17680000,620000,1440000,10000,10000,940000,20000,10000,20710000
2010,Sub-Saharan Africa,Malawi,12320000,1930000,370000,10000,10000,260000,10000,10000,14900000
2010,Asia-Pacific,Malaysia,2670000,18100000,190000,1720000,5010000,650000,60000,10000,28400000
2010,Asia-Pacific,Maldives,10000,310000,10000,10000,10000,10000,10000,10000,320000
2010,Sub-Saharan Africa,Mali,370000,14510000,70000,10000,10000,410000,10000,10000,15370000
2010,Europe,Malta,400000,10000,10000,10000,10000,10000,10000,10000,420000
2010,Asia-Pacific,Marshall Islands,50000,10000,10000,10000,10000,10000,10000,10000,50000
2010,Latin America-Caribbean,Martinique,390000,10000,10000,10000,10000,10000,10000,10000,410000
2010,Sub-Saharan Africa,Mauritania,10000,3430000,10000,10000,10000,20000,10000,10000,3460000
2010,Sub-Saharan Africa,Mauritius,420000,220000,10000,630000,10000,10000,10000,10000,1300000
2010,Sub-Saharan Africa,Mayotte,10000,200000,10000,10000,10000,10000,10000,10000,200000
2010,Latin America-Caribbean,Mexico,107910000,10000,5330000,10000,10000,70000,20000,70000,113420000
2010,Asia-Pacific,Federated States of Micronesia,110000,10000,10000,10000,10000,10000,10000,10000,110000
2010,Europe,Moldova,3480000,20000,50000,10000,10000,10000,10000,20000,3570000
2010,Europe,Monaco,30000,10000,10000,10000,10000,10000,10000,10000,40000
2010,Asia-Pacific,Mongolia,60000,90000,990000,10000,1520000,100000,10000,10000,2760000
2010,Europe,Montenegro,490000,120000,20000,10000,10000,10000,10000,10000,630000
2010,Latin America-Caribbean,Montserrat,10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Middle East-North Africa,Morocco,20000,31930000,10000,10000,10000,10000,10000,10000,31950000
2010,Sub-Saharan Africa,Mozambique,13260000,4200000,4200000,10000,10000,1720000,10000,10000,23390000
2010,Asia-Pacific,Burma (Myanmar),3750000,1900000,240000,820000,38410000,2760000,80000,10000,47960000
2010,Sub-Saharan Africa,Namibia,2230000,10000,40000,10000,10000,10000,10000,10000,2280000
2010,Asia-Pacific,Nauru,10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Asia-Pacific,Nepal,140000,1370000,80000,24170000,3080000,1100000,20000,10000,29960000
2010,Europe,Netherlands,8410000,1000000,6990000,80000,40000,30000,30000,30000,16610000
2010,Asia-Pacific,New Caledonia,210000,10000,30000,10000,10000,10000,10000,10000,250000
2010,Asia-Pacific,New Zealand,2490000,50000,1600000,90000,70000,20000,30000,10000,4370000
2010,Latin America-Caribbean,Nicaragua,4970000,10000,730000,10000,10000,80000,10000,10000,5790000
2010,Sub-Saharan Africa,Niger,120000,15270000,110000,10000,10000,10000,10000,10000,15510000
2010,Sub-Saharan Africa,Nigeria,78050000,77300000,680000,10000,10000,2290000,90000,10000,158420000
2010,Asia-Pacific,Niue,10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Asia-Pacific,North Korea,480000,10000,17350000,10000,370000,3000000,3140000,10000,24350000
2010,Asia-Pacific,Northern Mariana Islands,40000,10000,10000,10000,10000,10000,10000,10000,50000
2010,Europe,Norway,4140000,180000,490000,20000,30000,10000,10000,10000,4880000
2010,Middle East-North Africa,Oman,180000,2390000,10000,150000,20000,10000,30000,10000,2780000
2010,Asia-Pacific,Pakistan,2750000,167410000,20000,3330000,20000,30000,20000,10000,173590000
2010,Asia-Pacific,Palau,20000,10000,10000,10000,10000,10000,10000,10000,20000
2010,Middle East-North Africa,Palestinian territories,100000,3940000,10000,10000,10000,10000,10000,10000,4040000
2010,Latin America-Caribbean,Panama,3270000,30000,170000,10000,10000,20000,20000,10000,3520000
2010,Asia-Pacific,Papua New Guinea,6800000,10000,10000,10000,10000,30000,20000,10000,6860000
2010,Latin America-Caribbean,Paraguay,6250000,10000,70000,10000,10000,110000,10000,10000,6450000
2010,Latin America-Caribbean,Peru,27780000,10000,860000,10000,50000,290000,90000,10000,29080000
2010,Asia-Pacific,Philippines,86370000,5150000,90000,10000,80000,1430000,130000,10000,93260000
2010,Europe,Poland,36100000,10000,2150000,10000,10000,10000,10000,10000,38280000
2010,Europe,Portugal,9810000,30000,800000,10000,20000,10000,10000,10000,10680000
2010,Latin America-Caribbean,Puerto Rico,3630000,10000,70000,10000,10000,30000,10000,10000,3750000
2010,Middle East-North Africa,Qatar,240000,1190000,20000,240000,50000,10000,10000,10000,1760000
2010,Sub-Saharan Africa,Reunion,740000,40000,20000,40000,10000,10000,10000,10000,850000
2010,Europe,Romania,21380000,70000,20000,10000,10000,10000,10000,10000,21490000
2010,Europe,Russia,104750000,14290000,23180000,30000,170000,310000,10000,230000,142960000
2010,Sub-Saharan Africa,Rwanda,9920000,190000,380000,10000,10000,100000,20000,10000,10620000
2010,Sub-Saharan Africa,St. Helena,10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Latin America-Caribbean,St. Kitts and Nevis,50000,10000,10000,10000,10000,10000,10000,10000,50000
2010,Latin America-Caribbean,St. Lucia,160000,10000,10000,10000,10000,10000,10000,10000,170000
2010,North America,St. Pierre and Miquelon,10000,10000,10000,10000,10000,10000,10000,10000,10000
2010,Latin America-Caribbean,St. Vincent and the Grenadines,100000,10000,10000,10000,10000,10000,10000,10000,110000
2010,Asia-Pacific,Samoa,180000,10000,10000,10000,10000,10000,10000,10000,180000
2010,Europe,San Marino,30000,10000,10000,10000,10000,10000,10000,10000,30000
2010,Sub-Saharan Africa,Sao Tome and Principe,140000,10000,20000,10000,10000,10000,10000,10000,170000
2010,Middle East-North Africa,Saudi Arabia,1200000,25520000,180000,310000,90000,70000,70000,10000,27450000
2010,Sub-Saharan Africa,Senegal,450000,11980000,10000,10000,10000,10000,10000,10000,12430000
2010,Europe,Serbia,7490000,330000,260000,10000,10000,10000,10000,10000,8090000
2010,Sub-Saharan Africa,Seychelles,90000,10000,10000,10000,10000,10000,10000,10000,90000
2010,Sub-Saharan Africa,Sierra Leone,1230000,4580000,10000,10000,10000,50000,10000,10000,5870000
2010,Asia-Pacific,Singapore,920000,730000,830000,260000,1730000,120000,490000,10000,5090000
2010,Europe,Slovakia,4660000,10000,780000,10000,10000,10000,10000,10000,5460000
2010,Europe,Slovenia,1590000,70000,370000,10000,10000,10000,10000,10000,2030000
2010,Asia-Pacific,Solomon Islands,520000,10000,10000,10000,10000,10000,10000,10000,540000
2010,Sub-Saharan Africa,Somalia,10000,9310000,10000,10000,10000,10000,10000,10000,9330000
2010,Sub-Saharan Africa,South Africa,40710000,860000,7450000,570000,100000,210000,170000,70000,50130000
2010,Asia-Pacific,South Korea,14170000,100000,22340000,10000,11050000,400000,110000,10000,48180000
2010,Europe,Spain,36240000,980000,8740000,20000,10000,20000,10000,60000,46080000
2010,Asia-Pacific,Sri Lanka,1530000,2040000,10000,2830000,14450000,10000,10000,10000,20860000
2010,Middle East-North Africa,Sudan,1810000,30490000,350000,10000,10000,950000,10000,10000,33600000
2010,Latin America-Caribbean,Suriname,270000,80000,30000,100000,10000,30000,10000,10000,520000
2010,Sub-Saharan Africa,Swaziland,1040000,10000,120000,10000,10000,10000,10000,10000,1190000
2010,Europe,Sweden,6310000,430000,2540000,20000,40000,20000,20000,10000,9380000
2010,Europe,Switzerland,5570000,380000,1600000,40000,40000,10000,10000,20000,7660000
2010,Middle East-North Africa,Syria,1060000,18930000,420000,10000,10000,10000,10000,10000,20410000
2010,Asia-Pacific,Taiwan,1280000,10000,2950000,10000,4950000,10260000,3760000,10000,23220000
2010,Asia-Pacific,Tajikistan,110000,6650000,100000,10000,10000,10000,10000,10000,6880000
2010,Sub-Saharan Africa,Tanzania,27540000,15770000,650000,50000,10000,800000,30000,10000,44840000
